,Product,Ingredients,Rating
29,No7 Hydrating Skin Paste,"
	Ingredients

	
		Aqua (Water/Eau), Glycerin, C12-15 Alkyl Benzoate, Propanediol, Petrolatum, Isononyl Isononanoate, Cetyl PEG/PPG-10/1 Dimethicone, Betaine, Carthamus Tinctorius (Safflower) Seed Oil, Isostearyl Isostearate, Phenoxyethanol, Carbomer, Hexyl Laurate, Polyglyceryl-4 Isostearate, Magnesium Sulfate, Xanthan Gum, Butyrospermum Parkii (Shea) Butter, Potassium Hydroxide, Caprylyl Glycol, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Sodium PCA, Ethylhexylglycerin, Sodium Lauroyl Lactylate, Tetrasodium EDTA, Ceramide NP, Ceramide AP, Phytosphingosine, Cholesterol, Denatonium Benzoate, Benzoic Acid, Ceramide EOP, CI 42090 (Blue 1).	
","<span class=""product-rating rating stars-5""></span>"
30,CBD Oil + Retinol,"
	Ingredients

	
		Cannabis Sativa Seed Oil (skin-replenishing/skin-softening/antioxidant), Limnanthes Alba (Meadowfoam) Seed Oil (emollient/skin-softening), Squalane (plant-derived emollient/skin-replenishing), Caprylic/Capric Triglyceride (skin-replenishing), Glycine Soja (Soybean) Oil (non-fragrant antioxidant plant oil), Borago Officinalis Seed Oil (non-fragrant antioxidant plant oil), Raphanus Sativus (Radish) Seed Oil (non-fragrant antioxidant plant oil), Linum Usitatissimum (Linseed) Seed Oil (flax/non-fragrant antioxidant plant oil), Helianthus Annuus (Sunflower) Seed Oil (non-fragrant antioxidant plant oil), Cannabidiol (skin-restoring) Retinol (skin-restoring), Centella Asiatica Extract (skin-soothing), Lupinus Albus Seed Oil (non-fragrant antioxidant and omega plant oil), Tocopherol (vitamin E/antioxidant), Tocopheryl Acetate (vitamin E/antioxidant), Water (Aqua).	
","<span class=""product-rating rating stars-5""></span>"
31,Press Restart Gentle Retinol Serum,"
	Ingredients

	
		Water, Helianthus Annuus (Sunflower) Seed Oil, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Retinol, Bakuchiol, Crithmum Maritimum Extract, Glycerin, Paeonia Suffruticosa Extract, Butyrospermum Parkii (Shea) Butter, Hydroxypropyl Cyclodextrin, Sodium Hyaluronate, Carica Papaya Extract, Xylitylglucoside, Anhydroxylitol, Xylitol, Hippophae Rhamnoides Oil, Tocopheryl Acetate, Opuntia Conccinellifera Fruit Extract, Rosa Canina Seed Oil, Chamomilla Recutita (Matricaria) Extract, Aloe Barbadensis Leaf Juice, Chlorophyll, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Nylon-12, Isohexadecane, Polysorbate 80, Trehalose, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin.	
","<span class=""product-rating rating stars-5""></span>"
32,Skin De-Stress Calming CBD Serum,"
	Ingredients

	
		Purified Water, Aloe Barbadensis Leaf Juice, Glycerin, Cetyl Alcohol, Cannabidiol Isolate, Caprylic/Capric Triglyceride, Macadamia Ternifolia Seed Oil, Glyceryl Stearate Citrate, Cannabis Sativa Seed Oil, Panthenol, Allantoin, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Chamomilla Recutita (Matricaria) Flower Extract, Xanthan Gum, Dimethicone, Glyceryl Stearate, Coco-Caprylate, Cetearyl Glucoside, Potassium Cetyl Phosphate, Phenoxyethanol, Ethylhexylglycerin.	
","<span class=""product-rating rating stars-5""></span>"
33,All the Feels Facial Oil,"
	Ingredients

	
		Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Cannabis Sativa (Hemp) Seed Oil, Squalane, Rosa Rubiginosa Seed Oil, Aloe Barbadensis Leaf Juice Powder, Tocopherol (Ve), Daucus Carota Sativa (Carrot) Seed Oil, Daucus Carota Sativa (Carrot) Root Extract, Beta-Carotene (Va), Isopropyl Palmitate, Phenoxyethanol, Caprylyl Glycol, Ascorbyl Palmitate (Vc), BHT.	
","<span class=""product-rating rating stars-5""></span>"
34,Water-Infusing Electrolyte Moisturizer,"
	Ingredients

	
		Water (Aqua,) Glycerin (skin-replenishing), Dimethicone (hydration/texture enhancer), Butylene Glycol (hydration), Propanediol (hydration), Stearic Acid (texture enhancer), Glyceryl Stearate (emollient/emulsifier), Isohexadecane (texture enhancer), Potassium PCA (mineral electrolyte/skin-replenishing), Magnesium PCA (mineral electrolyte/skin-replenishing), Calcium PCA (mineral electrolyte/skin-replenishing), Ethylhexyl Olivate (hydration), Polyglyceryl-4 Olivate (emollient/emulsifier), Pyrus Malus (Apple) Fruit Extract (antioxidant), Laminaria Saccharina (Brown Algae) Extract (skin-soothing/antioxidant), Actinidia Chinensis (Kiwi) Fruit Extract (antioxidant), Coffea Arabica (Coffee) Seed Extract (antioxidant), Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides (skin-restoring), Garcinia Mangostana (Mangosteen) Peel Extract (antioxidant), Prunus Serotina (Wild Cherry) Fruit Extract (antioxidant), Squalane (emollient), Ceramide EOP (skin-replenishing), Ceramide AP (skin-replenishing), Ceramide NP (skin-replenishing), Pisum Sativum (Pea) Extract (antioxidant), Phytosphingosine (skin-replenishing), Cholesterol (skin-replenishing), Acetyl Hexapeptide-37 (skin-restoring), Oryza Sativa (Rice) Bran Extract (hydration/antioxidant), Tocopherol (vitamin E/antioxidant), Creatine (skin-restoring), Bisabolol (skin-soothing), Sorbitol (hydration), Inositol (skin-replenishing), Xylitol (hydration), Caprylic/Capric Triglyceride (skin-replenishing), Sodium Levulinate (skin-softening/preservative), Behenyl Behenate (thickener), Tribehenin (hydration), Sodium Lauroyl Lactylate (thickener/emulsifier), Xanthan Gum (thickener), Sodium Acrylates Copolymer Acrylates/C10-30 Alkyl Acrylate Crosspolymer (film-forming agent), Carbomer (thickener), Sodium Hydroxide (pH adjuster), Tetrasodium EDTA (chelating agent), Phenoxyethanol (preservative), Ethylhexylglycerin (preservative).	
","<span class=""product-rating rating stars-5""></span>"
35,Cherry Blossom and Bakuchiol Resurfacing Lip Repair,"
	Ingredients

	
		Ricinus Communis (Castor) Seed Oil, Punica Granatum Sterols, Oryza Sative (Rice) Bran Wax, Synthetic Beeswax, Simmondsia Chinensis (Jojoba) Seed Oil, Oryza Sativa (Rice) Bran Extract, Stearalkonium Hectorite, Theobroma Cacao (Cocoa) Seed Butter, Prunus Serrulata Flower Extract, Bakuchiol, Lactic Acid, Chamomilla Recutita (Matricaria) Flower Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, Moringa Oleifera Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annus (Sunflower) Seed Extract, Melia Azadirachta Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Eclipta Prostrata Extract, Water/Aqua/Eau, Stevioside, Tocopherol, Nylon-12, Hydrogenated Soybean Oil, Propylene Carbonate, Titanium Dioxide (CI 77891).	
","<span class=""product-rating rating stars-5""></span>"
36,Brightening Cleanser,"
	Ingredients

	
		Water, Decyl Glucoside (Veg. Oils & Sugar), Disodium Coco-Glucoside Citrate, Coco Glucoside (Coconut and Sunflower Oil), Glyceryl Oleate, Hydrolyzed Wheat Protein, Xanthan Gum, Fragaria Chiloensis (Strawberry) Seed Oil, Lycopene (Tomato), Propanediol, Ethylhexylglycerin, Potassium Sorbate.	
","<span class=""product-rating rating stars-5""></span>"
37,Prostrength Niacinamide Discoloration Treatment 15% Brightening Complex,"
	Ingredients

	
		Water/Aqua/Eau, Niacinamide, Isononyl Isononanoate, Dimethyl Isosorbide, Tranexamic Acid, Dimethicone, Propanediol, Pentylene Glycol, Caprylic/Capric Triglycerides, Alpha-Arbutin, Glyceryl Stearate, C9-12 Alkane, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Citric Acid, Kojic Acid, Morus Alba (White Mulberry) Root Extract, Resveratrol, Scutellaria Lateriflora Extract, Hydrangea Arborescens Root Extract, Squalane, Hydrolyzed Vegetable Protein, Phenoxyethanol, PEG-100 Stearate, Tocopheryl Acetate, Polyacrylate Crosspolymer-6, PEG-75 Stearate, Ceteareth-20, Steareth-20, Silica, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Dimethiconol, Coco-Caprylate/Caprate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Titanium Dioxide, Sodium Phytate, Diethylhexyl Syringylidenemalonate, Potassium Sorbate, Sodium Benzoate, Polysorbate 60, Polysorbate 20, T-Butyl Alcohol, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hexylene Glycol, Sorbitan Isostearate.	
","<span class=""product-rating rating stars-5""></span>"
38,Remedy 10% Niacinamide Serum,"
	Ingredients

	
		Water, Niacinamide, Glycerin, Propanediol, Polysorbate 20, Sodium Hyaluronate, Calendula Officinalis Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Allantoin, Leuconostoc/Radish Root Ferment Filtrate, Quartz, Xanthan Gum, Caprylic/Capric Triglyceride, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Caprylyl Glycol, Hexylene Glycol, Potassium Sorbate, Phenoxyethanol, Red 40 (CI 16035), Yellow 5 (CI 19140).	
","<span class=""product-rating rating stars-5""></span>"
39,Glow Screen SPF 40,"
	Ingredients

	
		Active: Avobenzone (3%), Octisalate (5%), Octocrylene (10%). Other: Water, Propanediol, Butyloctyl Salicylate, Glycerin, C12-15 Alkyl Benzoate, Polymethylsilsesquioxane, Niacinamide, Glyceryl Stearate Citrate, Bismuth Oxychloride, Mica, Titanium Dioxide, Lauryl Lactate, Isododecane, Isodecyl Neopentanoate, Glyceryl Stearate, Diisopropyl Sebacate, Cetyl Phosphate, Caprylic/Capric Triglyceride, Coco-Caprylate, Ethylhexyl Hydroxystearate, Butylene Glycol, Arginine, Hydroxyacetophenone, Caprylyl Glycol, 1,2-Hexanediol, Iron Oxides, Sodium Hyaluronate, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium Ethylenediamine Disuccinate, Phospholipids, Limonium Gerberi Extract, Leuconostoc/ Radish Root Ferment Filtrate, Theobroma Cacao (Cocoa) Seed Extract, Pantothenic Acid, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Ferulic Acid.	
","<span class=""product-rating rating stars-5""></span>"
40,Weightless Liquid Mineral Sunscreen SPF 30 Broad Spectrum,"
	Ingredients

	
		Active: Zinc Oxide (16.8%). Other: Caprylic/Capric Triglyceride, Water/Aqua/Eau, Isododecane, C13-14 Alkane, Cetyl Diglyceryl Tris (Trimethylsiloxy) Silylethyl Dimethicone, Polymethyl Methacrylate, Hydrogenated Polydecene, Dimethicone, Polypropylene, Silica, Sodium Chloride, Acrylates Copolymer, Quaternium-90 Bentonite, Dimethicone Crosspolymer, Octyldodecanol, Phenoxyethanol, Caprylyl Glycol, Iron Oxides (Ci 77492, Ci 77499, Ci 77491), Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Butylene Glycol, Propylene Carbonate, Potassium Sorbate, Hexylene Glycol, D-alpha Tocopheryl Acetate, Glycerin, Camellia Sinensis Leaf Extract, Tetrahexyldecyl Ascorbate, Titanium Dioxide, Alteromonas Ferment Filtrate, Sorbitan Oleate, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract.	
","<span class=""product-rating rating stars-5""></span>"
41,Sensibio Soothing Micellar Cleansing Foaming Gel,"
	Ingredients

	
		Water, Sodium Cocoamphoacetate, Propanediol, Sodium Lauroyl Sarcosinate, Citric Acid, Coco-Glucoside, Glyceryl Oleate, Sodium Citrate, PEG-90 Glyceryl Isostearate, Mannitol, Xylitol, Laureth-2, Rhamnose, Fructooligosaccharides, Tocopherol, Hydrogenated Palm Glycerides Citrate, Lecithin, Ascorbyl Palmitate.	
","<span class=""product-rating rating stars-5""></span>"
42,Omega+ Complex Eye Cream,"
	Ingredients

	
		Water (Aqua), Caprylic/Capric Triglyceride (skin-replenishing), Butylene Glycol (slip agent/hydration), Neopentyl Glycol Diheptanoate (emollient), Cetyl Palmitate (emollient), Nylon-12 (texture enhancer), Propanediol (hydration), Ammonium Acryloyldimethyltaurate/VP Copolymer (texture enhancer/thickener), Propylene Glycol Dibenzoate (emollient), Persea Gratissima (Avocado) Oil (non-fragrant antioxidant omega plant oil), Borago Officinalis (Borage) Seed Oil (non-fragrant antioxidant plant oil), Sodium Stearoyl Glutamate (skin-softening), Squalane (emollient), Niacinamide (skin-restoring/skin-replenishing), Salvia Hispanica (Chia) Seed Oil (non-fragrant omega plant oil), Linum Usitatissimum (Linseed) Seed Oil (non-fragrant omega plant oil), Limnanthes Alba (Meadowfoam) Seed Oil (non-fragrant antioxidant plant oil), Olea Europaea (Olive) Fruit Oil (non-fragrant antioxidant plant oil), Passiflora Edulis (Passion Flower) Seed Oil (non-fragrant antioxidant omega plant oil), Ceramide EOP (skin-replenishing), Ceramide NP (skin-replenishing), Ceramide AP (skin-replenishing), Sodium Hyaluronate (skin-replenishing), Cholesterol (skin-replenishing), Morus Alba (White Mulberry) Root Extract (antioxidant plant extract), Arctostaphylos Uva-Ursi (Bearberry) Leaf Extract (antioxidant plant extract), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing), Linoleic Acid (skin-restoring), Linolenic Acid (skin-restoring), Serine (amino acid/hydration), Alanine (amino acid/hydration), Proline (amino acid/hydration), Arginine (amino acid/hydration), Threonine (amino acid/hydration), Phytosphingosine (skin-replenishing), Phytosterols (skin-replenishing), Sodium PCA (hydration/skin-replenishing), Glycine (amino acid/hydration), Oleic Acid (hydration), Glutamic Acid (amino acid/hydration), Lysine HCl (amino acid/hydration), Lecithin (skin-restoring), Adenosine (skin-restoring), Sodium Lactate (hydration), Hydrogenated Olive Oil (emollient/antioxidant), Euterpe Oleracea Sterols (acai-derived skin-replenishing), Olea Europaea (Olive) Oil Unsaponifiables (antioxidant/emollient), Phytic Acid (chelating agent), Scutellaria Baicalensis Root Extract (antioxidant/skin-soothing), Anastatica Hierochuntica Extract (antioxidant/skin-soothing), Glycerin (skin-replenishing), PCA (skin-replenishing), Betaine (hydration), Pullulan (film-forming agent), Carbomer (thickener), Sclerotium Gum (thickener), Sodium Citrate (pH adjuster), Citric Acid (pH adjuster), Ascorbyl Palmitate (vitamin C/antioxidant), Tocopheryl Acetate (vitamin E/antioxidant), Silica (texture enhancer), Sorbitan Oleate (emulsifier), Xanthan Gum (thickener), Sodium Lauroyl Lactylate (emulsifier), Phenoxyethanol (preservative), Ethylhexylglycerin (preservative), Chlorphenesin (preservative).	
","<span class=""product-rating rating stars-5""></span>"
43,CLINICAL 0.3% Retinol + 2% Bakuchiol Treatment,"
	Ingredients

	
		Water (Aqua), Dimethicone (hydration/skin-softening), Pentaerythrityl Tetraisostearate (texture enhancer/stabilizer), Isononyl Isononanoate (emollient), Butylene Glycol (slip agent/hydration), Bakuchiol (skin-restoring/antioxidant), Arachidyl Alcohol (texture enhancer/stabilizer), Glyceryl Polymethacrylate (film-forming agent), Dimethicone Crosspolymer (texture enhancer), Behenyl Alcohol (texture enhancer), Glycerin (skin-replenishing), PEG-75 Shea Butter Glycerides (emollient), Glyceryl Stearate (texture enhancer), C12-15 Alkyl Benzoate (emollient), Polysorbate 20 (emulsifier), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Retinol (vitamin A/skin-restoring), Ceramide NG (skin-replenishing), Palmitoyl Tetrapeptide-7 (skin-restoring), Palmitoyl Hexapeptide-12 (skin-restoring), Sodium Hyaluronate (skin-replenishing), Dipotassium Glycyrrhizate (skin-soothing), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing/antioxidant), Avena Sativa (Oat) Kernel Extract (skin-soothing/antioxidant), Arctium Lappa (Burdock) Root Extract (skin-soothing/antioxidant), Salix Alba (Willow) Bark Extract (skin-soothing/antioxidant), Glycine Soja (Soybean) Sterols (skin-replenishing), Lecithin (skin-restoring), Allantoin (skin-soothing), Tocopheryl Acetate (vitamin E/antioxidant), Hydrolyzed Soy Protein (skin-softening), Palmitoyl Tripeptide-1 (skin-restoring), Sodium Hydroxide (pH adjuster), Tribehenin (emollient), Caprylyl Glycol (skin-softening), Dipeptide-2 (skin-restoring), Polygonum Cuspidatum Root Extract (antioxidant), PEG-10 Phytosterol (fatty acid-based emollient), PEG-8 (texture enhancer), Magnesium Aluminum Silicate (texture enhancer), Arachidyl Glucoside (texture enhancer), Chrysin (skin-softening), Pentylene Glycol (slip agent), Sodium Acrylates Copolymer (film-forming agent), Steareth-20 (emulsifier), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer (texture enhancer), Cetearyl Alcohol (emollient), Coco-Glucoside (surfactant), Hesperidin Methyl Chalcone (antioxidant), N-Hydroxysuccinimide (skin-softening), Disodium EDTA (chelating agent), Phenoxyethanol (preservative), Benzoic Acid (preservative), Ethylhexylglycerin (preservative).	
","<span class=""product-rating rating stars-5""></span>"
44,0.5% Retinol with Rosehip Seed Oil Super Strength Formula Conditioning & Fine Line Serum,"
	Ingredients

	
		Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Oil, Vitis Vinifera (Grape) Seed Oil, Rosa Canina Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Olus (Vegetable) Oil, Retinol, Polysorbate 20, BHT, BHA.	
","<span class=""product-rating rating stars-5""></span>"
45,Remedy+ 911 Ointment Multipurpose Healing Balm,"
	Ingredients

	
		Active: Allantoin (0.5%). Other: Petrolatum, Helianthus Annuus (Sunflower) Seed Oil, Beeswax, Butyrospermum Parkii (Shea) Butter, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Aloe Barbadensis Leaf Extract, Rosa Canina Fruit Oil, Cocos Nucifera (Coconut) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Bisabolol.	
","<span class=""product-rating rating stars-5""></span>"
46,Barrier+ Foaming Oil Cleanser,"
	Ingredients

	
		Water/Eau/Aqua, Glycerin, Caprylyl/Capryl Glucoside, Sodium Methyl Cocoyl Taurate, Sodium Lauroamphoacetate, Sodium Cocoyl Isethionate, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Betaine, Sodium Hyaluronate, Panthenol, Aloe Barbadensis Leaf Juice, Gluconolactone, Jojoba Oil/Macadamia Seed Oil Esters, Squalene, Phytosteryl Macadamiate, Phytosterols, Tocopherol, Chondrus Crispus Extract, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Caprylic/Capric Triglyceride, Propanediol, Xanthan Gum, Coconut Acid, Citric Acid, Phenoxyethanol, Sodium Chloride, Benzoic Acid, Sodium Benzoate.	
","<span class=""product-rating rating stars-5""></span>"
47,The Fix Emergency Eye Mask,"
	Ingredients

	
		Water, Glycerin, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cucumis Sativus (Cucumber) Juice, Coenzyme A, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Bupleurum Falcatum Root Extract, Caffeine, Citric Acid, Ascorbic Acid, Rosa Canina Fruit Oil, Tocopherol, Panthenol, Trilaureth-4 Phosphate, Carbomer, Phenoxyethanol, Sodium Hydroxide, Tocopheryl Acetate, Propylene Glycol, Trisodium Ethylenediamine Disuccinate, Saccharide Isomerate, PEG-8, Sodium Citrate, Polysorbate 20, Biotin, Sodium Benzoate, Phosphoric Acid, Potassium Sorbate, Sodium Lactate, Sodium Sulfite.	
","<span class=""product-rating rating stars-5""></span>"
48,Resurfacing Retinol Serum,"
	Ingredients

	
		Water, Propanediol, Dimethicone, Cetearyl Ethylhexanoate, Niacinamide, Ammonium Polyacryloyldimethyl Taurate, Dipotassium Glycyrrhizate, Hydrogenated Lecithin, Potassium Phosphate, Ceramine NP, Ceramide AP, Ceramide EOP, Carbomer, Cetearyl Alcohol, Behentrimonium Methosulfate, Dimethiconol, Lecithin, Sodium Citrate, Retinol, Sodium Hyaluronate, Sodium Lauroyl Lactylate, Cholesterol, Phenoxyethanol, Alcohol, Isopropyl Myristate, Caprylyl Glycol, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Phytosphingosine, Xanthan Gum, Polysorbate 20, Ethylhexylglycerin.	
","<span class=""product-rating rating stars-5""></span>"
49,Silk Slip Conditioning Lip Oil,"
	Ingredients

	
		Isododecane, Octyldodecanol, Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Polyisobutene, Hydrogenated Styrene/Isoprene Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Sinensis Leaf Extract, Olea Europaea (Olive) Fruit Oil, Macadamia Integrifolia Seed Oil, Butyrospermum Parkii (Shea) Butter, Glycine Soja (Soybean) Oil, Sesamum Indicum (Sesame) Seed Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Tocopherol, Glycerin.	
","<span class=""product-rating rating stars-5""></span>"
50,PHA Toner,"
	Ingredients

	
		Water (Aqua / Eau), Propanediol, Gluconolactone, Niacinamide, Pentylene Glycol, Glycerin, Aloe Barbadensis Leaf Juice, Potassium Sorbate, Sodium Benzoate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid, Sodium Hydroxide.	
","<span class=""product-rating rating stars-5""></span>"
51,Green Releaf CBD Calming Face Oil,"
	Ingredients

	
		Persea Gratissima (Avocado) Oil, Vitis Vinifera (Grape) Seed Oil, Salvia Hispanica Seed Oil, Rubus Fruticosus (Blackberry) Seed, C9-12 Alkane, Tocopheryl Acetate, Cucumis Sativus (Cucumber) Seed Oil, Bisabolol, Echium Plantagineum Seed Oil, Cannabidiol (CBD), Distilled Hemp Oil, Cannabis Sativa Seed Oil, Tocopherol, Zingiber Officinale (Ginger) Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Ceramide NP, Allantoin, Avena Sativa (Oat) Kernel Extract, Daucus Carota Sativa (Carrot) Extract, Melia Azadirachta Leaf Extract, Caprylic/Capric Triglyceride, Coco-Caprylate/Caprate, Phenoxyethanol, Polysorbate 20, Water/Aqua/Eau, Sodium Benzoate, Potassium Sorbate, Lecithin, Ascorbyl Palmitate, Glyceryl Stearate, Glyceryl Oleate, Citric Acid, Glycerin, Sorbitol, Laminaria Digitata Extract, Gluconolactone, Xanthan Gum, Caprylyl Glycol, Diatomaceous Earth, Disodium EDTA, Glyceryl Caprylate, Yellow 11 (CI 47000), Violet 2 (CI 60725), Green 6 (CI 61565).	
","<span class=""product-rating rating stars-5""></span>"
52,15% Niacinamide Serum,"
	Ingredients

	
		Aqua (Water, Eau), Niacinamide, Propanediol, Zinc PCA, Glycerin, Butylene Glycol, Xanthan Gum, Sodium Benzoate, Potassium Sorbate, Disodium EDTA.	
","<span class=""product-rating rating stars-5""></span>"
53,On The Rise Firming Serum Peptide Blend + Resveratrol,"
	Ingredients

	
		Water, Propylene Glycol, Glycerin, Propanediol, Butylene Glycol, Resveratrol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Retinyl Palmitate, Tocopheryl Acetate, Tocopherol, Sodium Hyaluronate, Citric Acid, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Sodium Ascorbyl Phosphate, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Carbomer, Sodium Metabisulfite, Polysorbate 20, Sodium Lactate.	
","<span class=""product-rating rating stars-5""></span>"
54,Find Clarity Purifying Mask,"
	Ingredients

	
		Water, Kaolin, Glyceryl Stearate SE, Coco-Caprylate/Caprate, Polysorbate 60, Propylene Glycol, Sorbitan Stearate, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, 1,2-Hexanediol, Bentonite, Phenoxyethanol, Charcoal Powder, Magnesium Aluminum Silicate, Xanthan Gum, Tocopheryl Acetate, Trisodium Ethylenediamine Disuccinate, Citric Acid, Titanium Dioxide (CI 77891).	
","<span class=""product-rating rating stars-5""></span>"
55,Tranexamic Acid Night Treatment,"
	Ingredients

	
		Water, Butylene Glycol, Glycerin, Ascorbyl Glucoside, Tranexamic Acid, Euterpe Oleracea Fruit Extract, 1-Methylhydanto-in-2-Imide, Sodium Acrylates Copolymer, Phenoxyethanol, Carbomer, Sodium Hydroxide, Cetearyl Olivate, Benzyl Alcohol, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Lecithin, Squalane, Ethylhexylglycerin, Sodium Gluconate, Polysorbate 60, Dehydroacetic Acid, Lactobacillus Ferment, Sorbitan Isostearate.	
","<span class=""product-rating rating stars-5""></span>"
56,AA Barrier Serum,"
	Ingredients

	
		Water (Aqua, Eau), Butylene Glycol, PEG-8 Dimethicone, Propanediol, Caprylyl Methicone, Dimethicone, Parachlorella Beijerinckii Exopolysaccharides, Phloretin, Ergothioneine, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate, Epigallocatechin Gallate, Tocopheryl Acetate, Aspartic Acid, PCA, Disodium EDTA, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Lactic Acid/Glycolic Acid Copolymer, Polyvinyl Alcohol, Histidine, Phenylalanine, Arginine, Ascorbic Acid, Octyldodecanol, Pyridoxine HCl, Retinyl Palmitate, Silica, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Pentylene Glycol, Isohexadecane, Adenosine Triphosphate, Hydrolyzed Oat Protein, Niacinamide, Citric Acid, Polysorbate 60, Sorbitan Isostearate, Sodium PCA, Sodium Phytate, Sodium Lactate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.	
","<span class=""product-rating rating stars-5""></span>"
