,Product,Ingredients,Rating
38,Barrier+ Lip Repair Balm,"
	Ingredients

	
		Petrolatum, Cocos Nucifera (Coconut) Oil, Beeswax, Glycine Soja (Soybean) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Allantoin.	
","<span class=""product-rating rating stars-4""></span>"
39,Vacation Eyes Brightening Eye Gel,"
	Ingredients

	
		Water, Butylene Glycol, Dipropylene Glycol, Glycerin, Panax Ginseng Root Extract, Coffea Arabica (Coffee) Seed Extract, Sodium Ascorbyl Phosphate, Niacinamide, Citric Acid, Tocopheryl Acetate, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Sodium Hydroxide, Ammonium Acryloyldimethyltaurate/VP Copolymer, Propylene Glycol, 1,2-Hexanediol, Trisodium Ethylenediamine Disuccinate, Potassium Sorbate, Sodium Benzoate.	
","<span class=""product-rating rating stars-4""></span>"
40,Argan Bright Skin Vitamin C Serum,"
	Ingredients

	
		Argania Spinosa (Argan) Kernel Oil, Coconut Alkanes, Oleyl Lactate, Octyldodcyl PCA, Tetrahexyldecyl Ascorbate, Glyceryl Oleate, Dimethyl Isosorbide, Isostearyl Lactate, Brassica Campestris (Rapeseed) Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Polyglyceryl-3 Diisostearate, Althaea Officinalis Root Extract, Oryza Sativa (Rice) Bran Extract, Pterocarpus Marsupium Bark Extract, Bisabolol, Phloretin, Coco-Caprylate/Caprate, Squalane, Olea Europaea (Olive) Fruit Oil, Dunaliella Salina Extract (Beta Carotene Source).	
","<span class=""product-rating rating stars-4""></span>"
41,Stroke of Brilliance Brightening Serum,"
	Ingredients

	
		Water, Propylene Glycol, Dipropylene Glycol, Methyl Gluceth-20, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Ascorbyl Phosphate, Niacinamide, Citric Acid, Palmaria Palmata Extract, Sodium Hyaluronate, Polyacrylate Crosspolymer-6, Phenoxyethanol, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Glycerin, Curcuma Longa (Turmeric) Root Extract, 1,2-Hexanediol, Potassium Sorbate, Sodium Benzoate.	
","<span class=""product-rating rating stars-4""></span>"
42,Just Breathe Clarifying Serum,"
	Ingredients

	
		Water, Glycerin, Niacinamide, Salix Nigra (Willow) Bark Extract, Zinc Gluconate, Sodium Hyaluronate, Salicylic Acid, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, 1,2-Hexanediol, Butylene Glycol, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Hydroxyethylcellulose, Yeast Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Trisodium Ethylenediamine Disuccinate, Ammonium Glycyrrhizate, Biotin, Panthenol, Propylene Glycol, Caffeine.	
","<span class=""product-rating rating stars-4""></span>"
43,Bounce Back Jelly Cleanser,"
	Ingredients

	
		Water (Aqua), PEG-7 Glyceryl Cocoate, Dipropylene Glycol, Poloxamer 184, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Isohexadecane, Xylitylglucoside, Cocos Nucifera (Coconut) Fruit Juice, Acer Saccharum (Sugar Maple) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Panthenol (Vb5), Hydroxyacetophenone, Isopropyl Myristate, 1,2-Hexanediol, Anhydroxylitol, Polysorbate 80, Allantoin, Xylitol, Fragrance (Parfum).	
","<span class=""product-rating rating stars-4""></span>"
44,BHA Blackhead Power Liquid,"
	Ingredients

	
		Salix Alba (Willow) Bark Water, Butylene Glycol, Betaine Salicylate, Niacinamide, 1,2-Hexanediol, Arginine, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol.	
","<span class=""product-rating rating stars-4""></span>"
45,Hydration Station Booster with HA,"
	Ingredients

	
		Water, Propylene Glycol, Glycerin, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, Tropaeolum Majus Flower/Leaf/Stem Extract, Citric Acid, Ethylhexylglycerin.	
","<span class=""product-rating rating stars-4""></span>"
46,Dew Point Moisturizing Gel-Cream,"
	Ingredients

	
		Water, Glycerin, Propylene Glycol, 1,2-Hexanediol, Squalane, Phenoxyethanol, Carbomer, Simmondsia Chinensis (Jojoba) Seed Oil, Aloe Barbadensis Leaf Juice, Polyacrylamide, Triticum Vulgare (Wheat) Germ Oil, C13-14 Isoparaffin, Sodium Hydroxide, Camellia Sinensis Leaf Extract, Sambucus Nigra Flower Extract, Laureth-7, Trisodium Ethylenediamine Disuccinate, Sodium Hyaluronate, Potassium Sorbate, Sodium Benzoate, Citric Acid.	
","<span class=""product-rating rating stars-4""></span>"
47,Makeup Cleansing Gel,"
	Ingredients

	
		Sorbitol, Caprylic/Capric Triglyceride, Water/Aqua, Octyldodeceth-20, Glycerin, Hydrogenated Polyisobutene, Dimethicone, Isononyl Isononanoate, Butylene Glycol, Distearyldimonium Chloride, Ethylparaben, Dipotassium Glycyrrhizate, Isopropyl Alcohol, Tocopherol.	
","<span class=""product-rating rating stars-4""></span>"
48,Foaming Facial Wash,"
	Ingredients

	
		Water/Aqua, Glycerin, Maltitol, Propylene Glycol, PEG-150, Sodium Cocoyl Glutamate, Sodium Lauroyl Aspartate, Lauryl Hydroxysultaine, Polysorbate 60, Ethylhexylglycerin, Disodium EDTA, Dipotassium Glycyrrhizate, Potassium Hydroxide, Phenoxyethanol, Methylparaben.	
","<span class=""product-rating rating stars-4""></span>"
49,Ceramide Night Treatment,"
	Ingredients

	
		Water, Butylene Glycol, Glycerin, Sodium Hyaluronate, Simmondsia Chinensis (Jojoba) Seed Oil, Carbomer, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Benzyl Alcohol, Squalane, Sodium Lauroyl Lactylate, Sodium PCA, Sodium Hydroxide, Sodium Stearoyl Glutamate, Sodium Lactate, Arginine, Aspartic Acid, Ethylhexylglycerin, Sodium Gluconate, PCA, Polysorbate 60, Dehydroacetic Acid, Ceramide NP, Glycine, Alanine, Sorbitan Isostearate, Ceramide AP, Phytosphingosine, Serine, Cholesterol, Valine, Xanthan Gum, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Ceramide EOP	
","<span class=""product-rating rating stars-4""></span>"
50,Lip Sleeping Mask,"
	Ingredients

	
		Apple Lime:
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl/ Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Ethylene/ Propylene/Styrene Copolymer, Sucrose Tetrastearate Triacetate, Mica, Butylene/Ethylene/Styrene Copolymer, Euphorbia Cerifera (Candelilla) Wax / Candelilla Cera Hydrocarbons / Cire De Candelilla, Fragrance / Parfum, Candelilla Wax Esters, Astrocaryum Murumuru Seed Butter, Dimethicone, Titanium Dioxide (Ci 77891), Polyglyceryl-2 Diisostearate, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire De Carnauba, Dehydroacetic Acid, Methicone, Silica, Polyglyceryl-2 Triisostearate, Yellow 10 Lake (Ci 47005), Water / Aqua / Eau, Polyhydroxystearic Acid, Blue 1 (Ci 42090), Potassium Alginate, Glycerin, Propanediol, BHT, Alcohol, Phenoxyethanol, 1,2-Hexanediol, Lycium Chinense Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Manganese Sulfate, Ethylhexylglycerin, Zinc Sulfate, Disodium EDTA, Ascorbyl Glucoside.
Berry/Original:
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Sucrose Tetrastearate Triacetate, Butylene/Ethylene/Styrene Copolymer, Ethylene/Propylene/Styrene Copolymer, Mica (CI 77019), Astrocaryum Murumuru Seed Butter, Titanium Dioxide (CI 77891), Dimethicone, Fragrance, Polyglyceryl-2 Diisostearate, Dehydroacetic Acid, Methicone, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, Polyglyceryl-2 Triisostearate, Yellow 6 Lake (CI 15985), Red 6 (CI 15850), Polyhydroxystearic Acid, Water, Potassium Alginate, Propanediol, Glycerin, Alcohol, Lycium Chinense Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Coffea Arabica (Coffee) Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside.

Mint Choco:
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Ethylene/Propylene/Styrene Copolymer, Sucrose Tetrastearate Triacetate, Mica, Butylene/Ethylene/Styrene Copolymer, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera Hydrocarbons/Cire De Candelilla, Candelilla Wax Esters, Astrocaryum Murumuru Seed Butter, Fragrance, Dimethicone, Titanium Dioxide (Ci 77891), Polyglyceryl-2 Diisostearate, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire De Carnauba, Dehydroacetic Acid, Methicone, Polyglyceryl-2 Triisostearate, Blue 1 Lake (Ci 42090), Limonene, Yellow 10 Lake (Ci 47005), Water/Aqua/Eau, Polyhydroxystearic Acid, Linalool, Potassium Alginate, Glycerin, Propanediol, BHT, Alcohol, 1,2-Hexanediol, Phenoxyethanol, Lycium Chinense Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Ethylhexylglycerin, Manganese Sulfate, Zinc Sulfate, Disodium EDTA, Ascorbyl Glucoside.

Sweet Candy:
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Ethylene/Propylene/Styrene Copolymer, Sucrose Tetrastearate Triacetate, Mica, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera Hydrocarbons/Cire De Candelilla, Candelilla Wax Esters, Astrocaryum Murumuru Seed Butter, Fragrance, Dimethicone, Butylene/Ethylene/Styrene Copolymer, Titanium Dioxide (Ci 77891), Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire De Carnauba, Dehydroacetic Acid, Methicone, Polyglyceryl-2 Diisostearate, Polyglyceryl-2 Triisostearate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Red 7 Lake (Ci 15850), Water/Aqua/Eau, Potassium Alginate, Glycerin, Propanediol, BHT, Alcohol, 1,2-Hexanediol, Phenoxyethanol, Lycium Chinense Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Ethylhexylglycerin, Manganese Sulfate, Zinc Sulfate, Disodium EDTA, Ascorbyl Glucoside.

Vanilla:
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl, Isostearyl, Cetyl, Stearyl, Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax, Cera Microcristallina, Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Ethylene, Propylene, Styrene Copolymer, Sucrose Tetrastearate Triacetate, Mica, Butylene, Ethylene, Styrene Copolymer, Euphorbia Cerifera (Candelilla) Wax, Candelilla Cera Hydrocarbons, Cire De Candelilla, Fragrance, Candelilla Wax Esters, Astrocaryum Murumuru Seed Butter, Dimethicone, Titanium Dioxide (Ci 77891), Polyglyceryl-2Diisostearate, Copernicia Cerifera (Carnauba) Wax, Copernicia Cerifera Cera, Cire De Carnauba, Dehydroacetic Acid, Methicone, Polyglyceryl-2 Triisostearate, Yellow 5 Lake(Ci 19140), Water, Polyhydroxystearic Acid, Potassium Alginate, Glycerin, Propanediol, BHT, Alcohol, Phenoxyethanol, 1,2-Hexanediol, Lycium Chinense Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coffea Arabica(Coffee) Seed Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Betaglucan, Manganese Sulfate, Ethylhexylglycerin, Zinc Sulfate, Disodium EDTA, Ascorbyl Glucoside.
	
","<span class=""product-rating rating stars-4""></span>"
51,Low pH BHA Overnight Mask,"
	Ingredients

	
		Centella Asiatica Leaf Water, Butylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Betaine, Panthenol, Cetearyl Alcohol, Dimethicone, Elaeis Guineensis (Palm) Oil, Elaeis Guineensis (Palm) Kernel Oil, Beeswax, Gluconolactone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Olivate, Sorbitan Olivate, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Betaine Salicylate, Ethylhexylglycerin, Lactic Acid, Water, Niacinamide, Xanthan Gum, Sodium Hydroxide, Ethyl Hexanediol, Melaleuca Alternifolia (Tea Tree) Leaf Oil.	
","<span class=""product-rating rating stars-4""></span>"
52,Restorative Night Moisturizer,"
	Ingredients

	
		Water, Caprylic/Capric Triglyceride, Glycerin, Propanediol, Pentylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Sorbitol, Dimethicone, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Behenyl Alcohol, Glyceryl Stearate, Sodium Hydroxide, Tocopheryl Acetate, Cetyl Alcohol, Ceteareth-20, Glyceryl Stearate Citrate, Disodium Ethylene Dicocamide PEG-15 Disulfate, Niacinamide, Caprylyl Glycol, Caffeine, Allantoin, Dipotassium Glycyrrhizate, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Xanthan Gum, BHT, Sodium Hyaluronate, Ceramide NP, Citric Acid.	
","<span class=""product-rating rating stars-4""></span>"
53,Brighten-I Eye Cream,"
	Ingredients

	
		Water, Glycerin, Cyclopentasiloxane, Coco-Caprylate/-Caprate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Trichilia Emetica (Mafura) Seed Butter, Ethylhexyl Palmitate, Mica, Sodium Levulinate, Cetearyl Alcohol, Sodium Stearoyl Lactylate, Hydroxyacetophenone, Tocopheryl Acetate, Phenoxyethanol, Polysilicone-11, Benzyl Alcohol, Aminobutyric Acid, Barium Sulfate, Sodium Anisate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Sodium Gluconate, Silica, Centella Asiatica, Ethylhexylglycerin, Panax Ginseng Root Extract, Portulaca Oleracea Extract, Diglucosyl Gallic Acid, Dehydroacetic Acid, Trihydroxystearin, Tin Oxide, Sodium Benzoate, Sodium Hyaluronate, Glucomannan, CI 77891 (Titanium Dioxide).	
","<span class=""product-rating rating stars-4""></span>"
54,Lip Glowy Balm,"
	Ingredients

	
		[Berry]
Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly (C6-14 Olefin), Diisostearyl Malate, Polybutene, Phytosterylisostearyl Dimer Dilinoleate, Microcrystallinewax / Cera Microcristallina / Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Sucrose Tetrastearate Triacetate, Synthetic Wax, Ethylene/Propylene/Styrene Copolymer, Mica, Astrocaryum Murumuru Seed Butter, Euphorbia Cerifera (Candelilla) Wax / Candelillacera Hydrocarbons / Cire De Candelilla, Butylene/Ethylene/Styrene Copolymer, Fragrance/ Parfum, Candelilla Wax Esters, Dehydroacetic Acid, Dimethicone, Methicone, Copernicia Cerifera (Carnauba) Wax / Copernicia Ceriferacera / Cire De Carnauba, Polyglyceryl-2triisostearate, Red 7 Lake (Ci 15850), Red 6 (Ci 15850), Water / Aqua / Eau, Propanediol, BHT, Lycium Chinense Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Phenoxyethanol.
[Grapefruit]
Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Poly (C6-14olefin), Diisostearyl Malate, Polybutene, Phytosterylisostearyl Dimer Dilinoleate, Microcrystalline Wax / Cera Microcristallina / Ciremicrocristalline, Butyrospermum Parkii (Shea)Butter, Sucrose Tetrastearate Triacetate, Synthetic Wax, Ethylene/Propylene/Styrenecopolymer, Mica, Astrocaryum Murumuru Seedbutter, Euphorbia Cerifera (Candelilla) Wax /Candelilla Cera Hydrocarbons / Cire De Candelilla, Butylene/Ethylene/Styrene Copolymer, Fragrance / Parfum, Limonene, Candelilla Waxesters, Dimethicone, Dehydroacetic Acid, Methicone, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire De Carnauba, Polyglyceryl-2 Triisostearate, Red 6 (Ci 15850), Citral, Linalool, Benzyl Benzoate, Propylene Glycol, Water / Aqua / Eau, Rubus Idaeus (Raspberry) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Butylene Glycol, BHT, Actinidiachinensis (Kiwi) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Prunus Armeniaca (Apricot) Kernel Extract, Alcohol, Phenoxyethanol.
[Pear]
Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenatedpoly (C6-14 Olefin), Diisostearyl Malate, Polybutene, Phytosteryl Isostearyl Dimerdilinoleate, Microcrystalline Wax / Ceramicrocristallina / Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Sucrose Tetrastearate Triacetate, Synthetic Wax, Ethylene/Propylene/Styrene Copolymer, Mica, Euphorbia Cerifera (Candelilla)Wax / Candelilla Cera Hydrocarbons / Cirede Candelilla, Astrocaryum (Murumuru) Seed Butter, Butylene/Ethylene/Styrenecopolymer, Fragrance / Parfum, Candelillawax Esters, Dimethicone, Dehydroaceticacid, Methicone, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera /Cire De Carnauba, Silica, Yellow 10 Lake(Ci 47005), Polyglyceryl-2 Triisostearate, Blue 1 (Ci 42090), Water / Aqua / Eau, Propanediol, BHT, Aloe Barbadensis Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract.
[Peach]
Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenatedpoly (C6-14 Olefin), Diisostearyl Malate, Polybutene, Phytosteryl Isostearyl Dimerdilinoleate, Microcrystalline Wax / Ceramicrocristallina / Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Sucrose Tetrastearate Triacetate, Synthetic Wax, Ethylene/Propylene/Styrene Copolymer, Mica, Euphorbia Cerifera (Candelilla) Wax / Candelilla Cera Hydrocarbons / Cire de Candelilla, Astrocaryum (Murumuru) Seed Butter, Butylene/Ethylene/Styrenecopolymer, Candelilla Wax Esters, Fragrance/ Parfum, Dehydroacetic Acid, Dimethicone, Polyglyceryl-2 Triisostearate, Methicone, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire Decarnauba, Titanium Dioxide (Ci 77891), Yellow 6 Lake (Ci 15985), Polyglyceryl-2 Diisostearate, Red 6 (Ci 15850), Prunus Persica (Peach) Kernel Oil, BHT.
	
","<span class=""product-rating rating stars-4""></span>"
55,Very Cherry Bright 15% Clean Vitamin C Serum,"
	Ingredients

	
		Water/Aqua/Eau, Glycerin, 3-Glyceryl Ascorbate, Prunus Cerasus (Bitter Cherry) Fruit Water, 3-O-Ethyl Ascorbic Acid, Sodium Citrate, Propanediol, Malpighia Punicifolia (Acerola) Fruit Extract, Ascorbyl Tetraisopalmitate, Glucomannan, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Calendula Officinalis Flower Extract, Allantoin, Hydrolyzed Plukenetia Volubilis Seed Extract, Physalis Angulata Extract, Sorbitol, Sodium Phytate, Biosaccharide Gum-1, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Vanilla Planifolia Fruit Extract, Glyceryl Caprylate, Ethylhexylglycerin, Caprylyl Glyceryl Ether, Sclerotium Gum, Lithospermum Erythrorhizon Root Extract, Citric Acid, Polyglyceryl-4 Caprate, Pentylene Glycol, Polyglyceryl-6 Caprylate, Butylene Glycol, Caprylic/Capric Triglyceride, Caprylhydroxamic Acid, Sodium Levulinate, Sodium Anisate, Sodium Benzoate.	
","<span class=""product-rating rating stars-4""></span>"
56,Zinc Oxide Sunscreen Lotion Broad Spectrum SPF 40,"
	Ingredients

	
		Active: Zinc oxide 20.5%. Inactive: Water, Isopropyl Palmitate, Caprylic/Capric Triglyceride, Hydrogenated Methyl Abietate, Glycerin, Sorbitan Laurate, Octyldodecyl Citrate Crosspolymer, Polyhydroxystearic Acid, Simmondsia Chinensis (Jojoba) Seed Oil, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Polyglyceryl-4 Laurate, Lauryl Glucoside, Xanthan Gum, Dilauryl Citrate, Ethylhexylglycerin, Sodium Phytate, Leuconostoc/Radish Root Ferment Filtrate, Aloe Barbendensis Leaf Juice, Lonicera Japonica (Honeysuckle) Flower Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract, Populus Tremuloides Bark Extract, Tocopherol, Glycine Soja (Soybean) Oil, Gluconolactone, Gingko Biloba Leaf Extract, Camellia Sinensis Leaf Extract, Bambusa Arundinacea Stem Extract.	
","<span class=""product-rating rating stars-4""></span>"
57,1% Bakuchiol Serum,"
	Ingredients

	
		Aqua (Water, Eau), Propanediol, Isopropyl Myristate, Caprylic/Capric Triglyceride, Vitis Vinifera Seed Oil, Bakuchiol, Phenoxyethanol, Polyacrylamide, Xanthan Gum, C13-14 Isoparaffin, Titanium Dioxide, Laureth-7, Ethylhexylglycerin, Ci 17200 (Red 33), Ci 42090 (Blue 1).	
","<span class=""product-rating rating stars-4""></span>"
58,Face & Body Sunscreen Lotion Broad Spectrum SPF 30,"
	Ingredients

	
		Active: Avobenzone 1%, Homosalate 10%, Octisalate 5%, Octocrylene 0.80%, Oxybenzone 4%. Inactive: Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ascorbic Acid, Disodium EDTA, Ethylhexylglycerin, Glycerin, Phenoxyethanol, Potassium Sorbate, Purified Water, Sodium Benzoate, Sodium Hydroxide, Tocopheryl Acetate, VP/Hexadene Copolymer.	
","<span class=""product-rating rating stars-4""></span>"
59,Acne-Clear Oil-Free Matte Moisturizer,"
	Ingredients

	
		Active: Salicylic Acid 2%. Inactive: Water, Dimethicone, Propanediol, Caprylic/Capric Triglyceride, Glycerin, Jojoba Esters, Isodecyl Neopentaoate, Cetearyl Alcohol, Panthenol, Polysilicone-11, Cordyceps Sinensis Extract, Trametes Versicolor (Mushroom) Extract, Helianthus Annuus (Sunflower) Seed Wax, Sodium Hydroxide, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer, Polyacrylate Crosspolymer-6, Ceteareth-20, Isohexadecane, Tocopheryl Acetate, Hydrogenated Lecithin, Aloe Barbadensis Leaf Juice, Butylene Glycol, Allantoin, Disodium EDTA, Sodium Hyaluronate, Acacia Decurrens Flower Wax, Polyglycerin-3, Phenoxyethanol, Polysorbate 60, Sodium PCA, Sodium Citrate, Sorbitan Isostearate, Maclura Cochinchinensis Leaf Polyflavonoids, T-Butyl Alcohol, Glycosaminoglycans, Potassium Sorbate, Ethylhexylglycerin, Citric Acid, Trisodium EDTA.	
","<span class=""product-rating rating stars-4""></span>"
60,Effaclar Adapelene Gel 0.1% Acne Treatment,"
	Ingredients

	
		Active: Adapalene 0.1%. Inactive: Carbomer Homopolymer, Edetate Disodium, Methylparaben, Poloxamer 182, Propylene Glycol, Purified Water, Sodium Hydroxide.	
","<span class=""product-rating rating stars-4""></span>"
